stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Leon\source\repos\JogoEmAllegro\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.01276] added dtor for sub_bitmap 0000022DEB054F90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01279] added dtor for sub_bitmap 0000022DEB055180, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01283] added dtor for sub_bitmap 0000022DEB054200, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01287] added dtor for sub_bitmap 0000022DEB055D20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01290] added dtor for sub_bitmap 0000022DEB0566D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01294] added dtor for sub_bitmap 0000022DEB0545E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01298] added dtor for sub_bitmap 0000022DEB055560, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01306] added dtor for sub_bitmap 0000022DEB055940, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01310] added dtor for sub_bitmap 0000022DEB055750, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01314] added dtor for sub_bitmap 0000022DEB055F10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01319] added dtor for sub_bitmap 0000022DEB05BFA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01323] added dtor for sub_bitmap 0000022DEB05B7E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01326] added dtor for sub_bitmap 0000022DEB05AE30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01330] added dtor for sub_bitmap 0000022DEB05CB40, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01334] added dtor for sub_bitmap 0000022DEB05DCB0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01337] added dtor for sub_bitmap 0000022DEB05A290, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01341] added dtor for sub_bitmap 0000022DEB05D4F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01345] added dtor for sub_bitmap 0000022DEB05D6E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01348] added dtor for sub_bitmap 0000022DEB05A860, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01352] added dtor for sub_bitmap 0000022DEB05A480, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01356] added dtor for sub_bitmap 0000022DEB05A670, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01360] added dtor for sub_bitmap 0000022DEB05B5F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01364] added dtor for sub_bitmap 0000022DEB05D300, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01367] added dtor for sub_bitmap 0000022DEB05C190, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01371] added dtor for sub_bitmap 0000022DEB05AC40, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01374] added dtor for sub_bitmap 0000022DEB05B400, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01378] added dtor for sub_bitmap 0000022DEB05CD30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01382] added dtor for sub_bitmap 0000022DEB05B9D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01385] added dtor for sub_bitmap 0000022DEB05C380, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01389] added dtor for sub_bitmap 0000022DEB05AA50, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01393] added dtor for sub_bitmap 0000022DEB05BBC0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01397] added dtor for sub_bitmap 0000022DEB05DEA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01400] added dtor for sub_bitmap 0000022DEB05B020, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01404] added dtor for sub_bitmap 0000022DEB05CF20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01408] added dtor for sub_bitmap 0000022DEB05C570, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01412] added dtor for sub_bitmap 0000022DEB05B210, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01416] added dtor for sub_bitmap 0000022DEB05BDB0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01420] added dtor for sub_bitmap 0000022DEB05D8D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01424] added dtor for sub_bitmap 0000022DEB05D110, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01428] added dtor for sub_bitmap 0000022DEB05C760, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01431] added dtor for sub_bitmap 0000022DEB05C950, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01435] added dtor for sub_bitmap 0000022DEB05DAC0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01440] added dtor for sub_bitmap 0000022DEB0623B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01443] added dtor for sub_bitmap 0000022DEB0604B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01447] added dtor for sub_bitmap 0000022DEB063140, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01451] added dtor for sub_bitmap 0000022DEB061430, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01454] added dtor for sub_bitmap 0000022DEB063900, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01458] added dtor for sub_bitmap 0000022DEB061620, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01462] added dtor for sub_bitmap 0000022DEB063ED0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01465] added dtor for sub_bitmap 0000022DEB060C70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01469] added dtor for sub_bitmap 0000022DEB061A00, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01473] added dtor for sub_bitmap 0000022DEB062B70, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01477] added dtor for sub_bitmap 0000022DEB063AF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01481] added dtor for sub_bitmap 0000022DEB063330, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01484] added dtor for sub_bitmap 0000022DEB063CE0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01488] added dtor for sub_bitmap 0000022DEB062F50, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01492] added dtor for sub_bitmap 0000022DEB061240, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01495] added dtor for sub_bitmap 0000022DEB0606A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01499] added dtor for sub_bitmap 0000022DEB060890, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01503] added dtor for sub_bitmap 0000022DEB0621C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01507] added dtor for sub_bitmap 0000022DEB0625A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01511] added dtor for sub_bitmap 0000022DEB0602C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01515] added dtor for sub_bitmap 0000022DEB063520, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01518] added dtor for sub_bitmap 0000022DEB062D60, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01522] added dtor for sub_bitmap 0000022DEB060A80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01526] added dtor for sub_bitmap 0000022DEB060E60, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01530] added dtor for sub_bitmap 0000022DEB061050, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01533] added dtor for sub_bitmap 0000022DEB063710, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01537] added dtor for sub_bitmap 0000022DEB061BF0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01541] added dtor for sub_bitmap 0000022DEB061810, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01544] added dtor for sub_bitmap 0000022DEB062790, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01549] added dtor for sub_bitmap 0000022DEB062980, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01553] added dtor for sub_bitmap 0000022DEB061DE0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01557] added dtor for sub_bitmap 0000022DEB061FD0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01562] added dtor for sub_bitmap 0000022DEB0686D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01566] added dtor for sub_bitmap 0000022DEB06E7B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01570] added dtor for sub_bitmap 0000022DEB06A000, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01574] added dtor for sub_bitmap 0000022DEB06E9A0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01578] added dtor for sub_bitmap 0000022DEB06B550, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01581] added dtor for sub_bitmap 0000022DEB06C0F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01585] added dtor for sub_bitmap 0000022DEB06C4D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01589] added dtor for sub_bitmap 0000022DEB06BD10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01592] added dtor for sub_bitmap 0000022DEB069840, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01596] added dtor for sub_bitmap 0000022DEB069A30, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01601] added dtor for sub_bitmap 0000022DEB069E10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01604] added dtor for sub_bitmap 0000022DEB06F540, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01608] added dtor for sub_bitmap 0000022DEB06CAA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01612] added dtor for sub_bitmap 0000022DEB06D640, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01616] added dtor for sub_bitmap 0000022DEB06C2E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01620] added dtor for sub_bitmap 0000022DEB06A5D0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01624] added dtor for sub_bitmap 0000022DEB068E90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01628] added dtor for sub_bitmap 0000022DEB0688C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01631] added dtor for sub_bitmap 0000022DEB06A1F0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01635] added dtor for sub_bitmap 0000022DEB06AF80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01639] added dtor for sub_bitmap 0000022DEB06CE80, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01643] added dtor for sub_bitmap 0000022DEB06C6C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01647] added dtor for sub_bitmap 0000022DEB06BB20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01650] added dtor for sub_bitmap 0000022DEB06B170, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01654] added dtor for sub_bitmap 0000022DEB06D450, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01658] added dtor for sub_bitmap 0000022DEB06B360, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01662] added dtor for sub_bitmap 0000022DEB06C8B0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01665] added dtor for sub_bitmap 0000022DEB069C20, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01669] added dtor for sub_bitmap 0000022DEB06B740, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01673] added dtor for sub_bitmap 0000022DEB06D830, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01677] added dtor for sub_bitmap 0000022DEB06F730, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01680] added dtor for sub_bitmap 0000022DEB06E5C0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01684] added dtor for sub_bitmap 0000022DEB06F920, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01688] added dtor for sub_bitmap 0000022DEB06DC10, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01692] added dtor for sub_bitmap 0000022DEB06A3E0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01695] added dtor for sub_bitmap 0000022DEB068CA0, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01699] added dtor for sub_bitmap 0000022DEB069080, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01703] added dtor for sub_bitmap 0000022DEB06CC90, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01707] added dtor for sub_bitmap 0000022DEB06D070, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01711] added dtor for sub_bitmap 0000022DEB06F350, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01714] added dtor for sub_bitmap 0000022DEB06D260, func 00007FFCE150118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01718] added dtor for sub_bitmap 0000022DEB06DE00, func 00007FFCE150118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.01725] removed dtor for bitmap 0000022DEAFE6190
dtor     D               dtor.c:196  _al_register_destructor          [   0.01731] added dtor for font 0000022DEAFA4350, func 00007FFDB6BC128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.01735] removed dtor for bitmap 0000022DEAFCC470
system   D            wsystem.c:836  maybe_parent_dir                 [   0.01752] Also searching C:\Users\Leon\source\repos\JogoEmAllegro\x64\
system   D            wsystem.c:891  _al_win_safe_load_library        [   0.01774] PathFindOnPath found: C:\WINDOWS\system32\d3d9.dll
system   D            wsystem.c:797  load_library_at_path             [   0.01778] Calling LoadLibrary C:\WINDOWS\system32\d3d9.dll
system   I            wsystem.c:800  load_library_at_path             [   0.01943] Loaded C:\WINDOWS\system32\d3d9.dll
d3d      I         d3d_disp.cpp:679  d3d_init_display                 [   0.08174] Render-to-texture: 1
d3d      I         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.08255] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.08259] al_display=0000022DEAFFEC00
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.08263] al_display->vt=0000022DEB0336F0
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   0.08581] found 160 format combinations
display  D   display_settings.c:214  debug_display_settings           [   0.08589] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08594] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08597] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08600] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08603] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08607] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08610] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08614] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08617] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08620] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08623] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08627] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08630] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08633] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08636] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08640] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08642] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08646] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08649] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08652] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08656] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08660] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08663] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08666] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08669] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08673] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08676] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08679] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08682] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08685] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08688] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08692] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08695] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08698] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08701] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08704] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08707] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08711] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08714] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08717] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08720] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08724] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08727] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08730] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08733] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08736] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08739] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08743] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08745] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08749] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08752] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08755] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08758] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08762] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08765] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08769] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08772] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08775] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08778] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08782] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08784] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08788] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08791] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08794] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08797] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08801] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08803] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08807] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08810] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08814] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08816] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08820] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08823] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.08826] Score is : 897
display  D   display_settings.c:214  debug_display_settings           [   0.08829] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08833] Score is : 726
display  D   display_settings.c:214  debug_display_settings           [   0.08835] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08839] Score is : 721
display  D   display_settings.c:214  debug_display_settings           [   0.08842] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.08845] Score is : 717
display  D   display_settings.c:214  debug_display_settings           [   0.08848] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.08852] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08855] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.08858] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08861] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.08866] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08869] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.08873] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08876] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.08879] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08882] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.08886] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08889] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.08893] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08896] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.08899] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08902] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.08906] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08909] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.08913] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08916] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.08919] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08922] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.08926] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.08929] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
